date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2017-03-15,-1.54,6.04,450,"1987-03-08 2016-03-22",84.41,10.01,450,"1987-03-08 2016-03-22",4.6,6.32,450,"1987-03-08 2016-03-22",30.26,11.42,450,"1987-03-08 2016-03-22",-8.96,6.11,450,"1987-03-08 2016-03-22",52.4,13.19,450,"1987-03-08 2016-03-22",-4.51,5.43,450,"1987-03-08 2016-03-22",5.9,5.76,450,"1987-03-08 2016-03-22",1.42,3.49,446,"1987-03-08 2016-03-22",0.94,2.95,446,"1987-03-08 2016-03-22",0.49,1.67,446,"1987-03-08 2016-03-22",2.9,5.36,429,"1987-03-08 2016-03-08",,,,
2017-03-14,-1.65,6.13,450,"1987-03-07 2016-03-21",84.36,10.06,450,"1987-03-07 2016-03-21",4.47,6.38,450,"1987-03-07 2016-03-21",30.14,11.45,450,"1987-03-07 2016-03-21",-9.08,6.19,450,"1987-03-07 2016-03-21",52.75,13.35,450,"1987-03-07 2016-03-21",-4.68,5.53,450,"1987-03-07 2016-03-21",5.67,5.75,450,"1987-03-07 2016-03-21",1.5,3.74,447,"1987-03-07 2016-03-21",1.01,3.26,447,"1987-03-07 2016-03-21",0.49,1.67,447,"1987-03-07 2016-03-21",3.2,5.66,431,"1987-03-07 2016-03-08",,,,
2017-03-13,-1.87,6.2,450,"1987-03-06 2016-03-20",84.28,9.99,450,"1987-03-06 2016-03-20",4.25,6.48,450,"1987-03-06 2016-03-20",30.11,11.35,450,"1987-03-06 2016-03-20",-9.28,6.24,450,"1987-03-06 2016-03-20",52.77,13.19,450,"1987-03-06 2016-03-20",-4.9,5.61,450,"1987-03-06 2016-03-20",5.68,5.78,450,"1987-03-06 2016-03-20",1.5,3.71,447,"1987-03-06 2016-03-20",0.99,3.24,447,"1987-03-06 2016-03-20",0.53,1.71,447,"1987-03-06 2016-03-20",3.6,5.98,432,"1987-03-06 2016-03-08",,,,
2017-03-12,-2.07,6.27,450,"1987-03-05 2016-03-19",84.31,9.94,450,"1987-03-05 2016-03-19",4.04,6.54,450,"1987-03-05 2016-03-19",30.1,11.34,450,"1987-03-05 2016-03-19",-9.49,6.28,450,"1987-03-05 2016-03-19",52.83,13.31,450,"1987-03-05 2016-03-19",-5.18,5.66,450,"1987-03-05 2016-03-19",5.65,5.73,450,"1987-03-05 2016-03-19",1.6,3.91,448,"1987-03-05 2016-03-19",1.03,3.37,448,"1987-03-05 2016-03-19",0.62,1.93,448,"1987-03-05 2016-03-19",3.8,6.19,435,"1987-03-05 2016-03-08",,,,
2017-03-11,-2.25,6.26,450,"1987-03-04 2016-03-18",84.54,9.73,450,"1987-03-04 2016-03-18",3.74,6.51,450,"1987-03-04 2016-03-18",30.14,11.47,450,"1987-03-04 2016-03-18",-9.7,6.26,450,"1987-03-04 2016-03-18",53.13,13,450,"1987-03-04 2016-03-18",-5.44,5.65,450,"1987-03-04 2016-03-18",5.76,5.9,450,"1987-03-04 2016-03-18",1.63,3.92,448,"1987-03-04 2016-03-18",1,3.34,448,"1987-03-04 2016-03-18",0.67,1.98,448,"1987-03-04 2016-03-18",4,6.32,437,"1987-03-04 2016-03-08",,,,
2017-03-10,-2.5,6.36,450,"1987-03-03 2016-03-17",84.63,9.47,450,"1987-03-03 2016-03-17",3.38,6.54,450,"1987-03-03 2016-03-17",30.18,11.4,450,"1987-03-03 2016-03-17",-9.91,6.38,450,"1987-03-03 2016-03-17",53.66,12.87,450,"1987-03-03 2016-03-17",-5.74,5.73,450,"1987-03-03 2016-03-17",5.79,5.97,450,"1987-03-03 2016-03-17",1.61,3.88,448,"1987-03-03 2016-03-17",0.96,3.29,448,"1987-03-03 2016-03-17",0.68,2,448,"1987-03-03 2016-03-17",4.2,6.45,438,"1987-03-03 2016-03-08",,,,
2017-03-09,-2.59,6.4,450,"1987-03-02 2016-03-16",84.82,9.2,450,"1987-03-02 2016-03-16",3.12,6.51,450,"1987-03-02 2016-03-16",30.24,11.34,450,"1987-03-02 2016-03-16",-9.99,6.39,450,"1987-03-02 2016-03-16",54.25,12.47,450,"1987-03-02 2016-03-16",-5.89,5.75,450,"1987-03-02 2016-03-16",5.82,6.07,450,"1987-03-02 2016-03-16",1.65,3.84,448,"1987-03-02 2016-03-16",1.01,3.33,448,"1987-03-02 2016-03-16",0.68,1.98,448,"1987-03-02 2016-03-16",4.4,6.6,439,"1987-03-02 2016-03-08",,,,
2017-03-08,-2.64,6.35,450,"1987-03-01 2016-03-15",85.07,9.03,450,"1987-03-01 2016-03-15",2.88,6.4,450,"1987-03-01 2016-03-15",30.43,11.43,450,"1987-03-01 2016-03-15",-10.07,6.32,450,"1987-03-01 2016-03-15",54.99,12.46,450,"1987-03-01 2016-03-15",-6.03,5.7,450,"1987-03-01 2016-03-15",5.65,6.07,450,"1987-03-01 2016-03-15",1.73,3.94,448,"1987-03-01 2016-03-15",1.05,3.4,448,"1987-03-01 2016-03-15",0.73,2.05,448,"1987-03-01 2016-03-15",4.6,6.69,440,"1987-03-01 2016-03-08",,,,
2017-03-07,-2.92,6.35,450,"1987-02-28 2016-03-14",85.06,9.18,450,"1987-02-28 2016-03-14",2.49,6.28,450,"1987-02-28 2016-03-14",30.18,11.25,450,"1987-02-28 2016-03-14",-10.37,6.42,450,"1987-02-28 2016-03-14",55.41,12.49,450,"1987-02-28 2016-03-14",-6.37,5.78,450,"1987-02-28 2016-03-14",5.55,5.96,450,"1987-02-28 2016-03-14",1.81,4.01,448,"1987-02-28 2016-03-14",1.1,3.48,448,"1987-02-28 2016-03-14",0.76,2.07,448,"1987-02-28 2016-03-14",4.8,6.7,441,"1987-02-28 2016-03-08",,,,
2017-03-06,-3.18,6.35,450,"1987-02-27 2016-03-13",85.02,9.23,450,"1987-02-27 2016-03-13",2.16,6.17,450,"1987-02-27 2016-03-13",30.16,11.06,450,"1987-02-27 2016-03-13",-10.7,6.44,450,"1987-02-27 2016-03-13",55.76,12.65,450,"1987-02-27 2016-03-13",-6.73,5.81,450,"1987-02-27 2016-03-13",5.56,5.99,450,"1987-02-27 2016-03-13",1.82,3.99,448,"1987-02-27 2016-03-13",1.1,3.48,448,"1987-02-27 2016-03-13",0.76,2.04,448,"1987-02-27 2016-03-13",4.9,6.66,441,"1987-02-27 2016-03-08",,,,
2017-03-05,-3.42,6.29,450,"1987-02-26 2016-03-12",85.05,9.18,450,"1987-02-26 2016-03-12",1.86,6.11,450,"1987-02-26 2016-03-12",30.26,11.19,450,"1987-02-26 2016-03-12",-10.88,6.51,450,"1987-02-26 2016-03-12",56.21,12.59,450,"1987-02-26 2016-03-12",-6.96,5.86,450,"1987-02-26 2016-03-12",5.6,5.98,450,"1987-02-26 2016-03-12",1.84,3.88,449,"1987-02-26 2016-03-12",1.07,3.27,449,"1987-02-26 2016-03-12",0.82,2.13,449,"1987-02-26 2016-03-12",5,6.64,443,"1987-02-26 2016-03-08",,,,
2017-03-04,-3.61,6.28,450,"1987-02-25 2016-03-11",85.01,9.18,450,"1987-02-25 2016-03-11",1.62,6.14,450,"1987-02-25 2016-03-11",30.2,11.37,450,"1987-02-25 2016-03-11",-11.01,6.56,450,"1987-02-25 2016-03-11",56.57,12.39,450,"1987-02-25 2016-03-11",-7.16,5.93,450,"1987-02-25 2016-03-11",5.48,5.87,450,"1987-02-25 2016-03-11",1.82,3.79,449,"1987-02-25 2016-03-11",1.02,3.17,449,"1987-02-25 2016-03-11",0.86,2.11,449,"1987-02-25 2016-03-11",5.1,6.63,444,"1987-02-25 2016-03-08",,,,
2017-03-03,-3.82,6.27,450,"1987-02-24 2016-03-10",84.99,9.05,450,"1987-02-24 2016-03-10",1.33,6.09,450,"1987-02-24 2016-03-10",30.12,11.28,450,"1987-02-24 2016-03-10",-11.24,6.6,450,"1987-02-24 2016-03-10",56.84,12.53,450,"1987-02-24 2016-03-10",-7.42,5.9,450,"1987-02-24 2016-03-10",5.48,5.85,450,"1987-02-24 2016-03-10",1.76,3.72,449,"1987-02-24 2016-03-10",0.94,3.07,449,"1987-02-24 2016-03-10",0.87,2.11,449,"1987-02-24 2016-03-10",5.1,6.6,445,"1987-02-24 2016-03-08",,,,
2017-03-02,-3.98,6.24,450,"1987-02-23 2016-03-09",84.92,9.15,450,"1987-02-23 2016-03-09",1.14,6.08,450,"1987-02-23 2016-03-09",30.3,11.4,450,"1987-02-23 2016-03-09",-11.4,6.55,450,"1987-02-23 2016-03-09",56.71,12.3,450,"1987-02-23 2016-03-09",-7.54,5.88,450,"1987-02-23 2016-03-09",5.64,5.87,450,"1987-02-23 2016-03-09",1.81,3.87,450,"1987-02-23 2016-03-09",0.96,3.18,450,"1987-02-23 2016-03-09",0.9,2.16,450,"1987-02-23 2016-03-09",5.1,6.57,447,"1987-02-23 2016-03-08",,,,
2017-03-01,-4.11,6.08,450,"1987-02-22 2016-03-08",84.87,9.35,450,"1987-02-22 2016-03-08",0.93,5.79,450,"1987-02-22 2016-03-08",30.13,11.35,450,"1987-02-22 2016-03-08",-11.48,6.5,450,"1987-02-22 2016-03-08",56.94,12.59,450,"1987-02-22 2016-03-08",-7.61,5.84,450,"1987-02-22 2016-03-08",5.58,5.86,450,"1987-02-22 2016-03-08",1.84,4.04,450,"1987-02-22 2016-03-08",0.98,3.39,450,"1987-02-22 2016-03-08",0.91,2.16,450,"1987-02-22 2016-03-08",5.1,6.5,447,"1987-02-22 2016-03-08",,,,
2017-02-28,-4.2,5.96,450,"1987-02-21 2016-03-06",84.86,9.5,450,"1987-02-21 2016-03-06",0.79,5.49,450,"1987-02-21 2016-03-06",30.23,11.39,450,"1987-02-21 2016-03-06",-11.63,6.43,450,"1987-02-21 2016-03-06",57.05,12.95,450,"1987-02-21 2016-03-06",-7.71,5.74,450,"1987-02-21 2016-03-06",5.65,5.82,450,"1987-02-21 2016-03-06",1.82,4.03,448,"1987-02-21 2016-03-06",0.98,3.4,448,"1987-02-21 2016-03-06",0.9,2.14,449,"1987-02-21 2016-03-06",5,6.42,444,"1987-02-21 2016-03-06",,,,
2017-02-27,-4.21,5.92,450,"1987-02-20 2016-03-05",85.01,9.53,450,"1987-02-20 2016-03-05",0.69,5.39,450,"1987-02-20 2016-03-05",30.29,11.53,450,"1987-02-20 2016-03-05",-11.54,6.45,450,"1987-02-20 2016-03-05",57.46,12.92,450,"1987-02-20 2016-03-05",-7.67,5.77,450,"1987-02-20 2016-03-05",5.71,5.83,450,"1987-02-20 2016-03-05",1.82,3.9,448,"1987-02-20 2016-03-05",0.94,3.18,448,"1987-02-20 2016-03-05",0.93,2.18,449,"1987-02-20 2016-03-05",5,6.28,443,"1987-02-20 2016-03-05",,,,
2017-02-26,-4.14,5.87,450,"1987-02-19 2016-03-04",85.01,9.45,450,"1987-02-19 2016-03-04",0.69,5.28,450,"1987-02-19 2016-03-04",30.45,11.6,450,"1987-02-19 2016-03-04",-11.55,6.4,450,"1987-02-19 2016-03-04",57.88,12.67,450,"1987-02-19 2016-03-04",-7.71,5.73,450,"1987-02-19 2016-03-04",5.76,5.9,450,"1987-02-19 2016-03-04",1.73,3.82,447,"1987-02-19 2016-03-04",0.93,3.11,447,"1987-02-19 2016-03-04",0.82,1.99,449,"1987-02-19 2016-03-04",4.9,6.2,444,"1987-02-19 2016-03-04",,,,
2017-02-25,-4.17,5.94,450,"1987-02-18 2016-03-03",85.07,9.45,450,"1987-02-18 2016-03-03",0.6,5.37,450,"1987-02-18 2016-03-03",30.76,11.79,450,"1987-02-18 2016-03-03",-11.63,6.45,450,"1987-02-18 2016-03-03",58.15,12.57,450,"1987-02-18 2016-03-03",-7.79,5.83,450,"1987-02-18 2016-03-03",5.64,5.82,450,"1987-02-18 2016-03-03",1.66,3.67,447,"1987-02-18 2016-03-03",0.9,3.01,447,"1987-02-18 2016-03-03",0.77,1.83,449,"1987-02-18 2016-03-03",5,6.18,444,"1987-02-18 2016-03-03",,,,
2017-02-24,-4.18,5.97,450,"1987-02-17 2016-03-02",85.2,9.36,450,"1987-02-17 2016-03-02",0.52,5.38,450,"1987-02-17 2016-03-02",30.72,11.65,450,"1987-02-17 2016-03-02",-11.79,6.55,450,"1987-02-17 2016-03-02",58.41,12.6,450,"1987-02-17 2016-03-02",-8,5.92,450,"1987-02-17 2016-03-02",5.44,5.6,450,"1987-02-17 2016-03-02",1.71,3.89,447,"1987-02-17 2016-03-02",0.98,3.29,447,"1987-02-17 2016-03-02",0.74,1.81,449,"1987-02-17 2016-03-02",5.2,6.45,444,"1987-02-17 2016-03-02",,,,
2017-02-23,-4.23,5.96,450,"1987-02-16 2016-03-01",85.38,9.35,450,"1987-02-16 2016-03-01",0.42,5.42,450,"1987-02-16 2016-03-01",30.45,11.66,450,"1987-02-16 2016-03-01",-11.88,6.59,450,"1987-02-16 2016-03-01",58.4,12.66,450,"1987-02-16 2016-03-01",-8.11,5.98,450,"1987-02-16 2016-03-01",5.22,5.49,450,"1987-02-16 2016-03-01",1.77,3.96,447,"1987-02-16 2016-03-01",0.98,3.33,447,"1987-02-16 2016-03-01",0.83,1.96,449,"1987-02-16 2016-03-01",5.4,6.72,444,"1987-02-16 2016-03-01",,,,
2017-02-22,-4.41,5.98,450,"1987-02-15 2016-02-29",85.25,9.36,450,"1987-02-15 2016-02-29",0.23,5.42,450,"1987-02-15 2016-02-29",30.35,11.49,450,"1987-02-15 2016-02-29",-12.06,6.73,450,"1987-02-15 2016-02-29",58.6,12.74,450,"1987-02-15 2016-02-29",-8.3,6.11,450,"1987-02-15 2016-02-29",5.29,5.52,450,"1987-02-15 2016-02-29",1.82,4.14,447,"1987-02-15 2016-02-29",1.01,3.4,447,"1987-02-15 2016-02-29",0.82,2.01,449,"1987-02-15 2016-02-29",5.5,6.97,444,"1987-02-15 2016-02-29",,,,
2017-02-21,-4.63,6,450,"1987-02-14 2016-02-28",85.05,9.4,450,"1987-02-14 2016-02-28",0.02,5.42,450,"1987-02-14 2016-02-28",30.15,11.5,450,"1987-02-14 2016-02-28",-12.29,6.8,450,"1987-02-14 2016-02-28",58.4,12.68,450,"1987-02-14 2016-02-28",-8.45,6.17,450,"1987-02-14 2016-02-28",5.43,5.61,450,"1987-02-14 2016-02-28",1.81,4.14,447,"1987-02-14 2016-02-28",0.99,3.39,447,"1987-02-14 2016-02-28",0.84,2.05,449,"1987-02-14 2016-02-28",5.7,7.25,444,"1987-02-14 2016-02-27",,,,
2017-02-20,-4.78,5.97,450,"1987-02-13 2016-02-27",85.07,9.23,450,"1987-02-13 2016-02-27",-0.21,5.5,450,"1987-02-13 2016-02-27",30.36,11.44,450,"1987-02-13 2016-02-27",-12.5,6.8,450,"1987-02-13 2016-02-27",58.34,12.42,450,"1987-02-13 2016-02-27",-8.61,6.16,450,"1987-02-13 2016-02-27",5.64,5.66,450,"1987-02-13 2016-02-27",1.78,4.09,447,"1987-02-13 2016-02-27",0.94,3.31,447,"1987-02-13 2016-02-27",0.86,2.06,449,"1987-02-13 2016-02-27",5.7,7.54,445,"1987-02-13 2016-02-27",,,,
2017-02-19,-4.88,5.9,450,"1987-02-12 2016-02-26",85.04,9.05,450,"1987-02-12 2016-02-26",-0.36,5.45,450,"1987-02-12 2016-02-26",30.69,11.63,450,"1987-02-12 2016-02-26",-12.73,6.77,450,"1987-02-12 2016-02-26",58.17,12.07,450,"1987-02-12 2016-02-26",-8.8,6.17,450,"1987-02-12 2016-02-26",5.77,5.73,450,"1987-02-12 2016-02-26",1.74,4.01,447,"1987-02-12 2016-02-26",0.9,3.29,447,"1987-02-12 2016-02-26",0.88,2.11,449,"1987-02-12 2016-02-26",5.8,7.7,445,"1987-02-12 2016-02-26",,,,
2017-02-18,-4.96,5.93,450,"1987-02-11 2016-02-25",84.87,9.03,450,"1987-02-11 2016-02-25",-0.49,5.41,450,"1987-02-11 2016-02-25",30.96,11.57,450,"1987-02-11 2016-02-25",-12.91,6.81,450,"1987-02-11 2016-02-25",58.12,11.87,450,"1987-02-11 2016-02-25",-8.98,6.2,450,"1987-02-11 2016-02-25",5.84,5.68,450,"1987-02-11 2016-02-25",1.69,4.08,447,"1987-02-11 2016-02-25",0.91,3.45,447,"1987-02-11 2016-02-25",0.81,2.02,449,"1987-02-11 2016-02-25",5.9,7.81,445,"1987-02-11 2016-02-25",,,,
2017-02-17,-4.96,5.91,450,"1987-02-10 2016-02-24",84.98,8.93,450,"1987-02-10 2016-02-24",-0.54,5.31,450,"1987-02-10 2016-02-24",31.13,11.64,450,"1987-02-10 2016-02-24",-12.95,6.77,450,"1987-02-10 2016-02-24",58.26,11.77,450,"1987-02-10 2016-02-24",-9.03,6.13,450,"1987-02-10 2016-02-24",5.9,5.76,450,"1987-02-10 2016-02-24",1.66,4.05,447,"1987-02-10 2016-02-24",0.87,3.4,447,"1987-02-10 2016-02-24",0.81,2.03,449,"1987-02-10 2016-02-24",6,7.93,445,"1987-02-10 2016-02-24",,,,
2017-02-16,-4.98,5.98,450,"1987-02-09 2016-02-23",85.01,8.74,450,"1987-02-09 2016-02-23",-0.58,5.4,450,"1987-02-09 2016-02-23",31.16,11.61,450,"1987-02-09 2016-02-23",-12.93,6.8,450,"1987-02-09 2016-02-23",58.67,11.83,450,"1987-02-09 2016-02-23",-9.08,6.15,450,"1987-02-09 2016-02-23",5.93,5.79,450,"1987-02-09 2016-02-23",1.61,3.97,447,"1987-02-09 2016-02-23",0.83,3.33,447,"1987-02-09 2016-02-23",0.8,2.04,449,"1987-02-09 2016-02-23",6.2,8.08,445,"1987-02-09 2016-02-19",,,,
2017-02-15,-5.02,5.98,450,"1987-02-08 2016-02-22",85.1,8.53,450,"1987-02-08 2016-02-22",-0.67,5.44,450,"1987-02-08 2016-02-22",31.19,11.62,450,"1987-02-08 2016-02-22",-13.01,6.78,450,"1987-02-08 2016-02-22",58.87,11.76,450,"1987-02-08 2016-02-22",-9.18,6.14,450,"1987-02-08 2016-02-22",6,5.79,450,"1987-02-08 2016-02-22",1.75,4.49,445,"1987-02-08 2016-02-21",0.86,3.39,445,"1987-02-08 2016-02-21",0.91,2.58,448,"1987-02-08 2016-02-22",6.3,8.16,445,"1987-02-08 2016-02-19",,,,
2017-02-14,-5.13,5.97,450,"1987-02-07 2016-02-21",85.14,8.21,450,"1987-02-07 2016-02-21",-0.8,5.45,450,"1987-02-07 2016-02-21",31.17,11.42,450,"1987-02-07 2016-02-21",-13.03,6.79,450,"1987-02-07 2016-02-21",59.08,11.49,450,"1987-02-07 2016-02-21",-9.26,6.14,450,"1987-02-07 2016-02-21",6.04,5.81,450,"1987-02-07 2016-02-21",1.63,4.22,446,"1987-02-07 2016-02-21",0.77,3.06,446,"1987-02-07 2016-02-21",0.88,2.54,448,"1987-02-07 2016-02-21",6.4,8.34,445,"1987-02-07 2016-02-19",,,,
2017-02-13,-5.35,5.95,450,"1987-02-06 2016-02-20",85.15,8.08,450,"1987-02-06 2016-02-20",-1.01,5.46,450,"1987-02-06 2016-02-20",31.17,11.34,450,"1987-02-06 2016-02-20",-13.11,6.76,450,"1987-02-06 2016-02-20",59.31,11.11,450,"1987-02-06 2016-02-20",-9.39,6.15,450,"1987-02-06 2016-02-20",6.12,5.81,450,"1987-02-06 2016-02-20",1.6,4.33,447,"1987-02-06 2016-02-20",0.7,2.88,447,"1987-02-06 2016-02-20",0.92,2.86,449,"1987-02-06 2016-02-20",6.6,8.52,446,"1987-02-06 2016-02-19",,,,
2017-02-12,-5.53,5.88,450,"1987-02-05 2016-02-19",85.06,7.94,450,"1987-02-05 2016-02-19",-1.23,5.43,450,"1987-02-05 2016-02-19",31.21,11.28,450,"1987-02-05 2016-02-19",-13.4,6.69,450,"1987-02-05 2016-02-19",59.25,10.93,450,"1987-02-05 2016-02-19",-9.65,6.11,450,"1987-02-05 2016-02-19",6.1,5.87,450,"1987-02-05 2016-02-19",1.55,4.28,447,"1987-02-05 2016-02-18",0.65,2.78,447,"1987-02-05 2016-02-18",0.96,2.95,449,"1987-02-05 2016-02-19",6.8,8.64,446,"1987-02-05 2016-02-19",,,,
2017-02-11,-5.68,5.85,450,"1987-02-04 2016-02-18",85.11,7.89,450,"1987-02-04 2016-02-18",-1.43,5.37,450,"1987-02-04 2016-02-18",31.34,11.37,450,"1987-02-04 2016-02-18",-13.55,6.62,450,"1987-02-04 2016-02-18",59.22,10.86,450,"1987-02-04 2016-02-18",-9.79,6.09,450,"1987-02-04 2016-02-18",6.06,5.81,450,"1987-02-04 2016-02-18",1.62,4.39,448,"1987-02-04 2016-02-18",0.7,2.95,448,"1987-02-04 2016-02-18",0.98,2.95,449,"1987-02-04 2016-02-18",6.9,8.75,445,"1987-02-04 2016-02-18",,,,
2017-02-10,-5.66,5.82,450,"1987-02-03 2016-02-17",85.27,7.74,450,"1987-02-03 2016-02-17",-1.43,5.37,450,"1987-02-03 2016-02-17",31.11,11.18,450,"1987-02-03 2016-02-17",-13.45,6.64,450,"1987-02-03 2016-02-17",59.35,10.64,450,"1987-02-03 2016-02-17",-9.72,6.11,450,"1987-02-03 2016-02-17",6.06,5.8,450,"1987-02-03 2016-02-17",1.64,4.42,448,"1987-02-03 2016-02-17",0.72,3.02,448,"1987-02-03 2016-02-17",0.98,2.95,449,"1987-02-03 2016-02-17",7,8.85,444,"1987-02-03 2016-02-17",,,,
2017-02-09,-5.68,5.81,450,"1987-02-02 2016-02-16",85.34,7.69,450,"1987-02-02 2016-02-16",-1.47,5.38,450,"1987-02-02 2016-02-16",30.88,11.08,450,"1987-02-02 2016-02-16",-13.36,6.63,450,"1987-02-02 2016-02-16",59.68,10.51,450,"1987-02-02 2016-02-16",-9.67,6.11,450,"1987-02-02 2016-02-16",6.09,5.83,450,"1987-02-02 2016-02-16",1.61,4.23,448,"1987-02-02 2016-02-16",0.63,2.69,448,"1987-02-02 2016-02-16",1.05,3.03,449,"1987-02-02 2016-02-16",7,8.83,444,"1987-02-02 2016-02-16",,,,
2017-02-08,-5.52,5.85,450,"1987-02-01 2016-02-15",85.46,7.5,450,"1987-02-01 2016-02-15",-1.35,5.43,450,"1987-02-01 2016-02-15",31.06,11.27,450,"1987-02-01 2016-02-15",-13.24,6.57,450,"1987-02-01 2016-02-15",59.92,10.35,450,"1987-02-01 2016-02-15",-9.57,6.03,450,"1987-02-01 2016-02-15",6.36,5.9,450,"1987-02-01 2016-02-15",1.57,4.23,448,"1987-02-01 2016-02-15",0.6,2.63,448,"1987-02-01 2016-02-15",1.02,3.06,449,"1987-02-01 2016-02-15",7.1,8.83,443,"1987-02-01 2016-02-15",,,,
2017-02-07,-5.4,5.84,450,"1987-01-31 2016-02-14",85.69,7.3,450,"1987-01-31 2016-02-14",-1.25,5.43,450,"1987-01-31 2016-02-14",31.04,11.41,450,"1987-01-31 2016-02-14",-13.08,6.49,450,"1987-01-31 2016-02-14",60.19,10.17,450,"1987-01-31 2016-02-14",-9.47,6,450,"1987-01-31 2016-02-14",6.23,5.84,450,"1987-01-31 2016-02-14",1.5,4.09,448,"1987-01-31 2016-02-14",0.55,2.47,448,"1987-01-31 2016-02-14",1.03,3.09,449,"1987-01-31 2016-02-14",7.1,8.82,442,"1987-01-31 2016-02-14",,,,
2017-02-06,-5.27,5.9,450,"1987-01-30 2016-02-13",86.09,7.17,450,"1987-01-30 2016-02-13",-1.18,5.49,450,"1987-01-30 2016-02-13",31.1,11.43,450,"1987-01-30 2016-02-13",-12.91,6.53,450,"1987-01-30 2016-02-13",60.48,10.19,450,"1987-01-30 2016-02-13",-9.4,6.07,450,"1987-01-30 2016-02-13",6.21,5.74,450,"1987-01-30 2016-02-13",1.49,4.07,448,"1987-01-30 2016-02-13",0.54,2.43,448,"1987-01-30 2016-02-13",1.02,3.1,449,"1987-01-30 2016-02-13",7.1,8.81,441,"1987-01-30 2016-02-13",,,,
2017-02-05,-5.09,5.93,450,"1987-01-29 2016-02-12",86.35,7.18,450,"1987-01-29 2016-02-12",-1.05,5.44,450,"1987-01-29 2016-02-12",30.82,11.5,450,"1987-01-29 2016-02-12",-12.69,6.54,450,"1987-01-29 2016-02-12",61.07,10.41,450,"1987-01-29 2016-02-12",-9.26,6.09,450,"1987-01-29 2016-02-12",6.14,5.79,450,"1987-01-29 2016-02-12",1.56,4.17,448,"1987-01-29 2016-02-12",0.62,2.62,448,"1987-01-29 2016-02-12",1.02,3.1,449,"1987-01-29 2016-02-12",7.1,8.8,441,"1987-01-29 2016-02-12",,,,
2017-02-04,-5.06,5.91,450,"1987-01-28 2016-02-11",86.41,7.33,450,"1987-01-28 2016-02-11",-0.99,5.46,450,"1987-01-28 2016-02-11",30.42,11.31,450,"1987-01-28 2016-02-11",-12.5,6.53,450,"1987-01-28 2016-02-11",61.29,10.59,450,"1987-01-28 2016-02-11",-9.09,6.07,450,"1987-01-28 2016-02-11",6.02,5.65,450,"1987-01-28 2016-02-11",1.57,4.19,448,"1987-01-28 2016-02-11",0.62,2.65,448,"1987-01-28 2016-02-11",1.02,3.09,449,"1987-01-28 2016-02-11",7.2,8.85,441,"1987-01-28 2016-02-11",,,,
2017-02-03,-4.98,5.91,450,"1987-01-27 2016-02-10",86.59,7.29,450,"1987-01-27 2016-02-10",-0.91,5.49,450,"1987-01-27 2016-02-10",30.22,11.31,450,"1987-01-27 2016-02-10",-12.43,6.48,450,"1987-01-27 2016-02-10",61.47,10.72,450,"1987-01-27 2016-02-10",-9.04,6.06,450,"1987-01-27 2016-02-10",6.03,5.73,450,"1987-01-27 2016-02-10",1.64,4.22,448,"1987-01-27 2016-02-10",0.64,2.59,448,"1987-01-27 2016-02-10",1.07,3.14,449,"1987-01-27 2016-02-10",7.2,8.88,441,"1987-01-27 2016-02-10",,,,
2017-02-02,-5.14,5.96,450,"1987-01-26 2016-02-09",86.47,7.38,450,"1987-01-26 2016-02-09",-1.07,5.56,450,"1987-01-26 2016-02-09",30,11.04,450,"1987-01-26 2016-02-09",-12.52,6.58,450,"1987-01-26 2016-02-09",61.44,10.61,450,"1987-01-26 2016-02-09",-9.11,6.16,450,"1987-01-26 2016-02-09",6.12,5.86,450,"1987-01-26 2016-02-09",1.65,4.23,448,"1987-01-26 2016-02-09",0.67,2.62,448,"1987-01-26 2016-02-09",1.08,3.22,449,"1987-01-26 2016-02-09",7.1,8.78,441,"1987-01-26 2016-02-09",,,,
2017-02-01,-5.21,5.92,450,"1987-01-25 2016-02-08",86.48,7.52,450,"1987-01-25 2016-02-08",-1.18,5.48,450,"1987-01-25 2016-02-08",30.05,11.06,450,"1987-01-25 2016-02-08",-12.63,6.56,450,"1987-01-25 2016-02-08",61.29,10.52,450,"1987-01-25 2016-02-08",-9.2,6.17,450,"1987-01-25 2016-02-08",6.07,5.95,450,"1987-01-25 2016-02-08",1.64,4.16,448,"1987-01-25 2016-02-08",0.66,2.5,448,"1987-01-25 2016-02-08",1.08,3.22,449,"1987-01-25 2016-02-08",7,8.65,441,"1987-01-25 2016-02-08",,,,
